datetimeFrom_utc,datetimeFrom_local,datetimeTo_utc,datetimeTo_local,co µg/m³,pm25 µg/m³,no2 µg/m³,pm10 µg/m³
2024-12-04T18:00:00Z,2024-12-05T01:00:00+07:00,2024-12-04T19:00:00Z,2024-12-05T02:00:00+07:00,392.0,44.9,27.0,49.7
2024-12-04T19:00:00Z,2024-12-05T02:00:00+07:00,2024-12-04T20:00:00Z,2024-12-05T03:00:00+07:00,377.0,43.1,25.5,47.7
2024-12-04T20:00:00Z,2024-12-05T03:00:00+07:00,2024-12-04T21:00:00Z,2024-12-05T04:00:00+07:00,379.0,43.6,27.8,48.2
2024-12-04T21:00:00Z,2024-12-05T04:00:00+07:00,2024-12-04T22:00:00Z,2024-12-05T05:00:00+07:00,384.0,44.0,26.7,48.7
2024-12-04T22:00:00Z,2024-12-05T05:00:00+07:00,2024-12-04T23:00:00Z,2024-12-05T06:00:00+07:00,448.0,49.5,33.6,54.7
2024-12-04T23:00:00Z,2024-12-05T06:00:00+07:00,2024-12-05T00:00:00Z,2024-12-05T07:00:00+07:00,589.0,54.0,40.8,59.7
2024-12-05T00:00:00Z,2024-12-05T07:00:00+07:00,2024-12-05T01:00:00Z,2024-12-05T08:00:00+07:00,918.0,54.3,40.0,59.9
2024-12-05T01:00:00Z,2024-12-05T08:00:00+07:00,2024-12-05T02:00:00Z,2024-12-05T09:00:00+07:00,757.0,36.3,29.1,40.7
2024-12-05T02:00:00Z,2024-12-05T09:00:00+07:00,2024-12-05T03:00:00Z,2024-12-05T10:00:00+07:00,512.0,35.5,21.9,39.1
2024-12-05T03:00:00Z,2024-12-05T10:00:00+07:00,2024-12-05T04:00:00Z,2024-12-05T11:00:00+07:00,467.0,35.8,24.2,39.6
2024-12-05T04:00:00Z,2024-12-05T11:00:00+07:00,2024-12-05T05:00:00Z,2024-12-05T12:00:00+07:00,411.0,31.3,23.7,34.0
2024-12-05T05:00:00Z,2024-12-05T12:00:00+07:00,2024-12-05T06:00:00Z,2024-12-05T13:00:00+07:00,379.0,28.4,22.5,31.0
2024-12-05T06:00:00Z,2024-12-05T13:00:00+07:00,2024-12-05T07:00:00Z,2024-12-05T14:00:00+07:00,306.0,21.9,21.5,25.0
2024-12-05T07:00:00Z,2024-12-05T14:00:00+07:00,2024-12-05T08:00:00Z,2024-12-05T15:00:00+07:00,311.0,20.7,22.9,25.8
2024-12-05T08:00:00Z,2024-12-05T15:00:00+07:00,2024-12-05T09:00:00Z,2024-12-05T16:00:00+07:00,327.0,20.5,22.6,25.6
2024-12-05T09:00:00Z,2024-12-05T16:00:00+07:00,2024-12-05T10:00:00Z,2024-12-05T17:00:00+07:00,293.0,21.5,22.4,27.5
2024-12-05T10:00:00Z,2024-12-05T17:00:00+07:00,2024-12-05T11:00:00Z,2024-12-05T18:00:00+07:00,466.0,26.3,23.6,32.4
2024-12-05T11:00:00Z,2024-12-05T18:00:00+07:00,2024-12-05T12:00:00Z,2024-12-05T19:00:00+07:00,381.0,22.5,20.5,26.9
2024-12-05T12:00:00Z,2024-12-05T19:00:00+07:00,2024-12-05T13:00:00Z,2024-12-05T20:00:00+07:00,313.0,21.1,25.6,23.9
2024-12-05T13:00:00Z,2024-12-05T20:00:00+07:00,2024-12-05T14:00:00Z,2024-12-05T21:00:00+07:00,280.0,22.7,29.6,25.6
2024-12-05T14:00:00Z,2024-12-05T21:00:00+07:00,2024-12-05T15:00:00Z,2024-12-05T22:00:00+07:00,302.0,30.4,27.5,33.9
2024-12-05T15:00:00Z,2024-12-05T22:00:00+07:00,2024-12-05T16:00:00Z,2024-12-05T23:00:00+07:00,285.0,31.2,27.5,34.8
2024-12-05T16:00:00Z,2024-12-05T23:00:00+07:00,2024-12-05T17:00:00Z,2024-12-06T00:00:00+07:00,332.0,28.6,28.0,32.0
2024-12-05T17:00:00Z,2024-12-06T00:00:00+07:00,2024-12-05T18:00:00Z,2024-12-06T01:00:00+07:00,292.0,24.8,29.5,27.9
2024-12-05T18:00:00Z,2024-12-06T01:00:00+07:00,2024-12-05T19:00:00Z,2024-12-06T02:00:00+07:00,240.0,25.6,22.0,28.7
2024-12-05T19:00:00Z,2024-12-06T02:00:00+07:00,2024-12-05T20:00:00Z,2024-12-06T03:00:00+07:00,159.0,23.9,14.3,26.8
2024-12-05T20:00:00Z,2024-12-06T03:00:00+07:00,2024-12-05T21:00:00Z,2024-12-06T04:00:00+07:00,434.0,27.9,22.0,31.2
2024-12-05T21:00:00Z,2024-12-06T04:00:00+07:00,2024-12-05T22:00:00Z,2024-12-06T05:00:00+07:00,609.0,34.2,26.8,38.1
2024-12-05T22:00:00Z,2024-12-06T05:00:00+07:00,2024-12-05T23:00:00Z,2024-12-06T06:00:00+07:00,996.0,40.0,28.8,44.4
2024-12-05T23:00:00Z,2024-12-06T06:00:00+07:00,2024-12-06T00:00:00Z,2024-12-06T07:00:00+07:00,880.0,51.5,36.9,56.9
2024-12-06T00:00:00Z,2024-12-06T07:00:00+07:00,2024-12-06T01:00:00Z,2024-12-06T08:00:00+07:00,1180.0,53.6,53.1,59.2
2024-12-06T01:00:00Z,2024-12-06T08:00:00+07:00,2024-12-06T02:00:00Z,2024-12-06T09:00:00+07:00,1130.0,44.7,57.8,49.5
2024-12-06T02:00:00Z,2024-12-06T09:00:00+07:00,2024-12-06T03:00:00Z,2024-12-06T10:00:00+07:00,683.0,40.2,48.5,44.6
2024-12-06T03:00:00Z,2024-12-06T10:00:00+07:00,2024-12-06T04:00:00Z,2024-12-06T11:00:00+07:00,775.0,41.5,44.9,45.9
2024-12-06T04:00:00Z,2024-12-06T11:00:00+07:00,2024-12-06T05:00:00Z,2024-12-06T12:00:00+07:00,820.0,47.8,45.2,52.8
2024-12-06T05:00:00Z,2024-12-06T12:00:00+07:00,2024-12-06T06:00:00Z,2024-12-06T13:00:00+07:00,903.0,52.3,47.4,57.8
2024-12-06T06:00:00Z,2024-12-06T13:00:00+07:00,2024-12-06T07:00:00Z,2024-12-06T14:00:00+07:00,1100.0,63.6,48.4,70.0
2024-12-06T07:00:00Z,2024-12-06T14:00:00+07:00,2024-12-06T08:00:00Z,2024-12-06T15:00:00+07:00,818.0,52.3,44.7,57.7
2024-12-06T08:00:00Z,2024-12-06T15:00:00+07:00,2024-12-06T09:00:00Z,2024-12-06T16:00:00+07:00,637.0,36.2,39.5,40.3
2024-12-06T09:00:00Z,2024-12-06T16:00:00+07:00,2024-12-06T10:00:00Z,2024-12-06T17:00:00+07:00,519.0,31.4,32.9,35.0
2024-12-06T10:00:00Z,2024-12-06T17:00:00+07:00,2024-12-06T11:00:00Z,2024-12-06T18:00:00+07:00,710.0,32.7,34.1,36.4
2024-12-06T11:00:00Z,2024-12-06T18:00:00+07:00,2024-12-06T12:00:00Z,2024-12-06T19:00:00+07:00,784.0,34.2,33.5,38.1
2024-12-06T12:00:00Z,2024-12-06T19:00:00+07:00,2024-12-06T13:00:00Z,2024-12-06T20:00:00+07:00,910.0,37.9,35.9,42.1
2024-12-06T13:00:00Z,2024-12-06T20:00:00+07:00,2024-12-06T14:00:00Z,2024-12-06T21:00:00+07:00,1020.0,80.2,47.9,88.1
2024-12-06T14:00:00Z,2024-12-06T21:00:00+07:00,2024-12-06T15:00:00Z,2024-12-06T22:00:00+07:00,880.0,77.5,44.6,85.1
2024-12-06T15:00:00Z,2024-12-06T22:00:00+07:00,2024-12-06T16:00:00Z,2024-12-06T23:00:00+07:00,796.0,68.1,41.3,74.9
2024-12-06T16:00:00Z,2024-12-06T23:00:00+07:00,2024-12-06T17:00:00Z,2024-12-07T00:00:00+07:00,672.0,65.0,36.6,71.6
2024-12-06T17:00:00Z,2024-12-07T00:00:00+07:00,2024-12-06T18:00:00Z,2024-12-07T01:00:00+07:00,675.0,62.6,36.7,69.0
2024-12-06T18:00:00Z,2024-12-07T01:00:00+07:00,2024-12-06T19:00:00Z,2024-12-07T02:00:00+07:00,600.0,59.8,32.7,65.9
2024-12-06T19:00:00Z,2024-12-07T02:00:00+07:00,2024-12-06T20:00:00Z,2024-12-07T03:00:00+07:00,588.0,60.7,35.0,66.8
2024-12-06T20:00:00Z,2024-12-07T03:00:00+07:00,2024-12-06T21:00:00Z,2024-12-07T04:00:00+07:00,568.0,60.1,21.9,66.3
2024-12-06T21:00:00Z,2024-12-07T04:00:00+07:00,2024-12-06T22:00:00Z,2024-12-07T05:00:00+07:00,562.0,58.1,26.6,64.0
2024-12-06T22:00:00Z,2024-12-07T05:00:00+07:00,2024-12-06T23:00:00Z,2024-12-07T06:00:00+07:00,608.0,54.2,32.7,59.8
2024-12-06T23:00:00Z,2024-12-07T06:00:00+07:00,2024-12-07T00:00:00Z,2024-12-07T07:00:00+07:00,641.0,55.1,33.3,60.9
2024-12-07T00:00:00Z,2024-12-07T07:00:00+07:00,2024-12-07T01:00:00Z,2024-12-07T08:00:00+07:00,807.0,56.2,35.1,62.0
2024-12-07T01:00:00Z,2024-12-07T08:00:00+07:00,2024-12-07T02:00:00Z,2024-12-07T09:00:00+07:00,928.0,66.0,31.6,72.7
2024-12-07T02:00:00Z,2024-12-07T09:00:00+07:00,2024-12-07T03:00:00Z,2024-12-07T10:00:00+07:00,955.0,68.3,27.3,75.1
2024-12-07T03:00:00Z,2024-12-07T10:00:00+07:00,2024-12-07T04:00:00Z,2024-12-07T11:00:00+07:00,851.0,63.7,36.6,70.2
2024-12-07T04:00:00Z,2024-12-07T11:00:00+07:00,2024-12-07T05:00:00Z,2024-12-07T12:00:00+07:00,816.0,68.4,31.8,75.3
2024-12-07T05:00:00Z,2024-12-07T12:00:00+07:00,2024-12-07T06:00:00Z,2024-12-07T13:00:00+07:00,665.0,43.6,23.8,48.3
2024-12-07T06:00:00Z,2024-12-07T13:00:00+07:00,2024-12-07T07:00:00Z,2024-12-07T14:00:00+07:00,631.0,30.4,23.6,33.9
2024-12-07T07:00:00Z,2024-12-07T14:00:00+07:00,2024-12-07T08:00:00Z,2024-12-07T15:00:00+07:00,589.0,23.7,23.4,26.7
2024-12-07T08:00:00Z,2024-12-07T15:00:00+07:00,2024-12-07T09:00:00Z,2024-12-07T16:00:00+07:00,610.0,21.0,24.2,23.7
2024-12-07T09:00:00Z,2024-12-07T16:00:00+07:00,2024-12-07T10:00:00Z,2024-12-07T17:00:00+07:00,719.0,19.6,29.4,22.2
2024-12-07T10:00:00Z,2024-12-07T17:00:00+07:00,2024-12-07T11:00:00Z,2024-12-07T18:00:00+07:00,763.0,20.1,29.8,22.7
2024-12-07T11:00:00Z,2024-12-07T18:00:00+07:00,2024-12-07T12:00:00Z,2024-12-07T19:00:00+07:00,770.0,20.2,29.3,22.8
2024-12-07T12:00:00Z,2024-12-07T19:00:00+07:00,2024-12-07T13:00:00Z,2024-12-07T20:00:00+07:00,629.0,15.2,24.7,17.4
2024-12-07T13:00:00Z,2024-12-07T20:00:00+07:00,2024-12-07T14:00:00Z,2024-12-07T21:00:00+07:00,605.0,12.2,23.8,14.1
2024-12-07T14:00:00Z,2024-12-07T21:00:00+07:00,2024-12-07T15:00:00Z,2024-12-07T22:00:00+07:00,550.0,12.5,21.7,14.4
2024-12-07T15:00:00Z,2024-12-07T22:00:00+07:00,2024-12-07T16:00:00Z,2024-12-07T23:00:00+07:00,512.0,9.6,21.4,11.9
2024-12-07T16:00:00Z,2024-12-07T23:00:00+07:00,2024-12-07T17:00:00Z,2024-12-08T00:00:00+07:00,505.0,9.7,22.6,12.1
2024-12-07T17:00:00Z,2024-12-08T00:00:00+07:00,2024-12-07T18:00:00Z,2024-12-08T01:00:00+07:00,404.0,7.3,20.7,9.4
2024-12-07T18:00:00Z,2024-12-08T01:00:00+07:00,2024-12-07T19:00:00Z,2024-12-08T02:00:00+07:00,397.0,7.5,19.8,9.4
2024-12-07T19:00:00Z,2024-12-08T02:00:00+07:00,2024-12-07T20:00:00Z,2024-12-08T03:00:00+07:00,434.0,10.0,18.3,11.8
2024-12-07T20:00:00Z,2024-12-08T03:00:00+07:00,2024-12-07T21:00:00Z,2024-12-08T04:00:00+07:00,439.0,10.9,17.4,13.2
2024-12-07T21:00:00Z,2024-12-08T04:00:00+07:00,2024-12-07T22:00:00Z,2024-12-08T05:00:00+07:00,412.0,9.1,17.8,11.0
2024-12-07T22:00:00Z,2024-12-08T05:00:00+07:00,2024-12-07T23:00:00Z,2024-12-08T06:00:00+07:00,429.0,11.7,18.7,13.3
2024-12-07T23:00:00Z,2024-12-08T06:00:00+07:00,2024-12-08T00:00:00Z,2024-12-08T07:00:00+07:00,471.0,15.4,19.1,17.4
2024-12-08T00:00:00Z,2024-12-08T07:00:00+07:00,2024-12-08T01:00:00Z,2024-12-08T08:00:00+07:00,499.0,21.4,20.4,25.7
2024-12-08T01:00:00Z,2024-12-08T08:00:00+07:00,2024-12-08T02:00:00Z,2024-12-08T09:00:00+07:00,418.0,11.7,16.0,15.3
2024-12-08T02:00:00Z,2024-12-08T09:00:00+07:00,2024-12-08T03:00:00Z,2024-12-08T10:00:00+07:00,386.0,10.4,13.9,13.9
2024-12-08T03:00:00Z,2024-12-08T10:00:00+07:00,2024-12-08T04:00:00Z,2024-12-08T11:00:00+07:00,480.0,18.9,15.8,22.1
2024-12-08T04:00:00Z,2024-12-08T11:00:00+07:00,2024-12-08T05:00:00Z,2024-12-08T12:00:00+07:00,505.0,18.5,21.0,22.5
2024-12-08T05:00:00Z,2024-12-08T12:00:00+07:00,2024-12-08T06:00:00Z,2024-12-08T13:00:00+07:00,504.0,15.8,19.8,18.1
2024-12-08T06:00:00Z,2024-12-08T13:00:00+07:00,2024-12-08T07:00:00Z,2024-12-08T14:00:00+07:00,567.0,20.4,22.3,23.0
2024-12-08T07:00:00Z,2024-12-08T14:00:00+07:00,2024-12-08T08:00:00Z,2024-12-08T15:00:00+07:00,624.0,16.2,23.3,19.7
2024-12-08T08:00:00Z,2024-12-08T15:00:00+07:00,2024-12-08T09:00:00Z,2024-12-08T16:00:00+07:00,618.0,17.2,23.5,20.6
2024-12-08T09:00:00Z,2024-12-08T16:00:00+07:00,2024-12-08T10:00:00Z,2024-12-08T17:00:00+07:00,686.0,25.7,26.2,30.1
2024-12-08T10:00:00Z,2024-12-08T17:00:00+07:00,2024-12-08T11:00:00Z,2024-12-08T18:00:00+07:00,781.0,45.0,28.5,49.8
2024-12-08T11:00:00Z,2024-12-08T18:00:00+07:00,2024-12-08T12:00:00Z,2024-12-08T19:00:00+07:00,921.0,56.4,31.2,60.3
2024-12-08T12:00:00Z,2024-12-08T19:00:00+07:00,2024-12-08T13:00:00Z,2024-12-08T20:00:00+07:00,911.0,44.2,29.8,47.7
2024-12-08T13:00:00Z,2024-12-08T20:00:00+07:00,2024-12-08T14:00:00Z,2024-12-08T21:00:00+07:00,764.0,34.5,29.5,37.3
2024-12-08T14:00:00Z,2024-12-08T21:00:00+07:00,2024-12-08T15:00:00Z,2024-12-08T22:00:00+07:00,660.0,35.5,25.6,37.9
2024-12-08T15:00:00Z,2024-12-08T22:00:00+07:00,2024-12-08T16:00:00Z,2024-12-08T23:00:00+07:00,526.0,26.8,22.4,29.7
2024-12-08T16:00:00Z,2024-12-08T23:00:00+07:00,2024-12-08T17:00:00Z,2024-12-09T00:00:00+07:00,523.0,22.7,26.3,24.8
2024-12-08T17:00:00Z,2024-12-09T00:00:00+07:00,2024-12-08T18:00:00Z,2024-12-09T01:00:00+07:00,480.0,21.4,24.3,23.1
2024-12-08T18:00:00Z,2024-12-09T01:00:00+07:00,2024-12-08T19:00:00Z,2024-12-09T02:00:00+07:00,505.0,23.9,23.9,27.1
2024-12-08T19:00:00Z,2024-12-09T02:00:00+07:00,2024-12-08T20:00:00Z,2024-12-09T03:00:00+07:00,447.0,22.1,28.7,24.8
2024-12-08T20:00:00Z,2024-12-09T03:00:00+07:00,2024-12-08T21:00:00Z,2024-12-09T04:00:00+07:00,475.0,21.2,28.8,23.8
2024-12-08T21:00:00Z,2024-12-09T04:00:00+07:00,2024-12-08T22:00:00Z,2024-12-09T05:00:00+07:00,553.0,19.6,28.6,22.2
2024-12-08T22:00:00Z,2024-12-09T05:00:00+07:00,2024-12-08T23:00:00Z,2024-12-09T06:00:00+07:00,591.0,21.7,29.1,24.2
2024-12-08T23:00:00Z,2024-12-09T06:00:00+07:00,2024-12-09T00:00:00Z,2024-12-09T07:00:00+07:00,758.0,25.0,29.4,28.2
2024-12-09T00:00:00Z,2024-12-09T07:00:00+07:00,2024-12-09T01:00:00Z,2024-12-09T08:00:00+07:00,716.0,28.1,27.9,32.7
2024-12-09T01:00:00Z,2024-12-09T08:00:00+07:00,2024-12-09T02:00:00Z,2024-12-09T09:00:00+07:00,717.0,41.5,27.1,45.5
2024-12-09T02:00:00Z,2024-12-09T09:00:00+07:00,2024-12-09T03:00:00Z,2024-12-09T10:00:00+07:00,634.0,31.9,24.5,34.7
2024-12-09T03:00:00Z,2024-12-09T10:00:00+07:00,2024-12-09T04:00:00Z,2024-12-09T11:00:00+07:00,689.0,34.1,26.5,36.9
2024-12-09T04:00:00Z,2024-12-09T11:00:00+07:00,2024-12-09T05:00:00Z,2024-12-09T12:00:00+07:00,676.0,37.5,25.4,39.8
2024-12-09T05:00:00Z,2024-12-09T12:00:00+07:00,2024-12-09T06:00:00Z,2024-12-09T13:00:00+07:00,688.0,40.2,24.4,41.6
2024-12-09T06:00:00Z,2024-12-09T13:00:00+07:00,2024-12-09T07:00:00Z,2024-12-09T14:00:00+07:00,824.0,43.8,31.9,44.3
2024-12-09T07:00:00Z,2024-12-09T14:00:00+07:00,2024-12-09T08:00:00Z,2024-12-09T15:00:00+07:00,746.0,47.9,28.7,48.4
2024-12-09T08:00:00Z,2024-12-09T15:00:00+07:00,2024-12-09T09:00:00Z,2024-12-09T16:00:00+07:00,682.0,52.2,29.9,54.4
2024-12-09T09:00:00Z,2024-12-09T16:00:00+07:00,2024-12-09T10:00:00Z,2024-12-09T17:00:00+07:00,823.0,59.2,35.8,62.9
2024-12-09T10:00:00Z,2024-12-09T17:00:00+07:00,2024-12-09T11:00:00Z,2024-12-09T18:00:00+07:00,1170.0,74.3,39.5,79.6
2024-12-09T11:00:00Z,2024-12-09T18:00:00+07:00,2024-12-09T12:00:00Z,2024-12-09T19:00:00+07:00,1320.0,84.5,43.4,87.3
2024-12-09T12:00:00Z,2024-12-09T19:00:00+07:00,2024-12-09T13:00:00Z,2024-12-09T20:00:00+07:00,1380.0,84.6,45.0,88.4
2024-12-09T13:00:00Z,2024-12-09T20:00:00+07:00,2024-12-09T14:00:00Z,2024-12-09T21:00:00+07:00,1100.0,89.8,39.4,91.5
2024-12-09T14:00:00Z,2024-12-09T21:00:00+07:00,2024-12-09T15:00:00Z,2024-12-09T22:00:00+07:00,1110.0,103.0,40.4,106.0
2024-12-09T15:00:00Z,2024-12-09T22:00:00+07:00,2024-12-09T16:00:00Z,2024-12-09T23:00:00+07:00,1250.0,94.6,41.4,103.0
2024-12-09T16:00:00Z,2024-12-09T23:00:00+07:00,2024-12-09T17:00:00Z,2024-12-10T00:00:00+07:00,1200.0,91.4,41.9,100.0
2024-12-09T17:00:00Z,2024-12-10T00:00:00+07:00,2024-12-09T18:00:00Z,2024-12-10T01:00:00+07:00,1140.0,100.0,44.8,110.0
2024-12-09T18:00:00Z,2024-12-10T01:00:00+07:00,2024-12-09T19:00:00Z,2024-12-10T02:00:00+07:00,1030.0,98.6,48.3,108.0
2024-12-09T19:00:00Z,2024-12-10T02:00:00+07:00,2024-12-09T20:00:00Z,2024-12-10T03:00:00+07:00,742.0,73.6,42.5,81.0
2024-12-09T20:00:00Z,2024-12-10T03:00:00+07:00,2024-12-09T21:00:00Z,2024-12-10T04:00:00+07:00,615.0,59.5,38.2,65.6
2024-12-09T21:00:00Z,2024-12-10T04:00:00+07:00,2024-12-09T22:00:00Z,2024-12-10T05:00:00+07:00,593.0,57.0,39.3,62.9
2024-12-09T22:00:00Z,2024-12-10T05:00:00+07:00,2024-12-09T23:00:00Z,2024-12-10T06:00:00+07:00,579.0,55.7,37.5,61.4
2024-12-09T23:00:00Z,2024-12-10T06:00:00+07:00,2024-12-10T00:00:00Z,2024-12-10T07:00:00+07:00,641.0,58.9,40.1,65.0
2024-12-10T00:00:00Z,2024-12-10T07:00:00+07:00,2024-12-10T01:00:00Z,2024-12-10T08:00:00+07:00,752.0,59.6,40.2,65.7
2024-12-10T01:00:00Z,2024-12-10T08:00:00+07:00,2024-12-10T02:00:00Z,2024-12-10T09:00:00+07:00,805.0,63.3,39.0,69.7
2024-12-10T02:00:00Z,2024-12-10T09:00:00+07:00,2024-12-10T03:00:00Z,2024-12-10T10:00:00+07:00,889.0,82.1,36.3,87.9
2024-12-10T03:00:00Z,2024-12-10T10:00:00+07:00,2024-12-10T04:00:00Z,2024-12-10T11:00:00+07:00,961.0,97.3,40.8,101.0
2024-12-10T04:00:00Z,2024-12-10T11:00:00+07:00,2024-12-10T05:00:00Z,2024-12-10T12:00:00+07:00,929.0,89.3,39.8,92.5
2024-12-10T05:00:00Z,2024-12-10T12:00:00+07:00,2024-12-10T06:00:00Z,2024-12-10T13:00:00+07:00,906.0,74.9,34.2,77.3
2024-12-10T06:00:00Z,2024-12-10T13:00:00+07:00,2024-12-10T07:00:00Z,2024-12-10T14:00:00+07:00,697.0,55.5,25.8,56.8
2024-12-10T07:00:00Z,2024-12-10T14:00:00+07:00,2024-12-10T08:00:00Z,2024-12-10T15:00:00+07:00,841.0,66.7,40.4,68.4
2024-12-10T08:00:00Z,2024-12-10T15:00:00+07:00,2024-12-10T09:00:00Z,2024-12-10T16:00:00+07:00,1150.0,97.9,36.5,104.0
2024-12-10T09:00:00Z,2024-12-10T16:00:00+07:00,2024-12-10T10:00:00Z,2024-12-10T17:00:00+07:00,1340.0,139.0,38.4,142.0
2024-12-10T10:00:00Z,2024-12-10T17:00:00+07:00,2024-12-10T11:00:00Z,2024-12-10T18:00:00+07:00,1170.0,117.0,36.2,117.0
2024-12-10T11:00:00Z,2024-12-10T18:00:00+07:00,2024-12-10T12:00:00Z,2024-12-10T19:00:00+07:00,1100.0,85.3,33.2,93.7
2024-12-10T12:00:00Z,2024-12-10T19:00:00+07:00,2024-12-10T13:00:00Z,2024-12-10T20:00:00+07:00,1020.0,88.6,33.4,97.2
2024-12-10T13:00:00Z,2024-12-10T20:00:00+07:00,2024-12-10T14:00:00Z,2024-12-10T21:00:00+07:00,899.0,78.9,35.6,86.7
2024-12-10T14:00:00Z,2024-12-10T21:00:00+07:00,2024-12-10T15:00:00Z,2024-12-10T22:00:00+07:00,832.0,75.0,37.1,82.5
2024-12-10T15:00:00Z,2024-12-10T22:00:00+07:00,2024-12-10T16:00:00Z,2024-12-10T23:00:00+07:00,783.0,67.0,38.7,73.8
2024-12-10T16:00:00Z,2024-12-10T23:00:00+07:00,2024-12-10T17:00:00Z,2024-12-11T00:00:00+07:00,717.0,54.5,34.8,60.1
2024-12-10T17:00:00Z,2024-12-11T00:00:00+07:00,2024-12-10T18:00:00Z,2024-12-11T01:00:00+07:00,677.0,52.0,35.7,57.4
2024-12-10T18:00:00Z,2024-12-11T01:00:00+07:00,2024-12-10T19:00:00Z,2024-12-11T02:00:00+07:00,689.0,55.4,36.0,61.1
2024-12-10T19:00:00Z,2024-12-11T02:00:00+07:00,2024-12-10T20:00:00Z,2024-12-11T03:00:00+07:00,667.0,53.4,35.1,58.9
2024-12-10T20:00:00Z,2024-12-11T03:00:00+07:00,2024-12-10T21:00:00Z,2024-12-11T04:00:00+07:00,651.0,50.2,36.1,55.5
2024-12-10T21:00:00Z,2024-12-11T04:00:00+07:00,2024-12-10T22:00:00Z,2024-12-11T05:00:00+07:00,601.0,47.0,34.8,52.0
2024-12-10T22:00:00Z,2024-12-11T05:00:00+07:00,2024-12-10T23:00:00Z,2024-12-11T06:00:00+07:00,644.0,46.4,39.1,51.3
2024-12-10T23:00:00Z,2024-12-11T06:00:00+07:00,2024-12-11T00:00:00Z,2024-12-11T07:00:00+07:00,638.0,42.3,34.9,46.8
2024-12-11T00:00:00Z,2024-12-11T07:00:00+07:00,2024-12-11T01:00:00Z,2024-12-11T08:00:00+07:00,729.0,32.2,33.2,35.9
2024-12-11T01:00:00Z,2024-12-11T08:00:00+07:00,2024-12-11T02:00:00Z,2024-12-11T09:00:00+07:00,768.0,35.2,33.6,39.1
2024-12-11T02:00:00Z,2024-12-11T09:00:00+07:00,2024-12-11T03:00:00Z,2024-12-11T10:00:00+07:00,800.0,42.6,32.8,47.1
2024-12-11T03:00:00Z,2024-12-11T10:00:00+07:00,2024-12-11T04:00:00Z,2024-12-11T11:00:00+07:00,673.0,48.6,30.9,53.7
2024-12-11T04:00:00Z,2024-12-11T11:00:00+07:00,2024-12-11T05:00:00Z,2024-12-11T12:00:00+07:00,809.0,53.5,32.5,59.0
2024-12-11T05:00:00Z,2024-12-11T12:00:00+07:00,2024-12-11T06:00:00Z,2024-12-11T13:00:00+07:00,809.0,45.7,30.4,50.6
2024-12-11T06:00:00Z,2024-12-11T13:00:00+07:00,2024-12-11T07:00:00Z,2024-12-11T14:00:00+07:00,750.0,61.1,30.7,67.4
2024-12-11T07:00:00Z,2024-12-11T14:00:00+07:00,2024-12-11T08:00:00Z,2024-12-11T15:00:00+07:00,671.0,36.5,30.8,40.6
2024-12-11T08:00:00Z,2024-12-11T15:00:00+07:00,2024-12-11T09:00:00Z,2024-12-11T16:00:00+07:00,515.0,8.6,23.0,10.1
2024-12-11T09:00:00Z,2024-12-11T16:00:00+07:00,2024-12-11T10:00:00Z,2024-12-11T17:00:00+07:00,558.0,10.5,25.8,12.3
2024-12-11T10:00:00Z,2024-12-11T17:00:00+07:00,2024-12-11T11:00:00Z,2024-12-11T18:00:00+07:00,677.0,14.0,29.7,16.1
2024-12-11T11:00:00Z,2024-12-11T18:00:00+07:00,2024-12-11T12:00:00Z,2024-12-11T19:00:00+07:00,623.0,15.2,26.5,17.4
2024-12-11T12:00:00Z,2024-12-11T19:00:00+07:00,2024-12-11T13:00:00Z,2024-12-11T20:00:00+07:00,627.0,15.7,24.3,18.3
2024-12-11T13:00:00Z,2024-12-11T20:00:00+07:00,2024-12-11T14:00:00Z,2024-12-11T21:00:00+07:00,524.0,14.5,22.4,17.5
2024-12-11T14:00:00Z,2024-12-11T21:00:00+07:00,2024-12-11T15:00:00Z,2024-12-11T22:00:00+07:00,576.0,14.1,25.0,18.2
2024-12-11T15:00:00Z,2024-12-11T22:00:00+07:00,2024-12-11T16:00:00Z,2024-12-11T23:00:00+07:00,523.0,11.0,22.7,14.1
2024-12-11T16:00:00Z,2024-12-11T23:00:00+07:00,2024-12-11T17:00:00Z,2024-12-12T00:00:00+07:00,544.0,13.1,22.1,16.4
2024-12-11T17:00:00Z,2024-12-12T00:00:00+07:00,2024-12-11T18:00:00Z,2024-12-12T01:00:00+07:00,507.0,12.2,21.7,15.2
2024-12-11T18:00:00Z,2024-12-12T01:00:00+07:00,2024-12-11T19:00:00Z,2024-12-12T02:00:00+07:00,469.0,12.0,21.5,14.7
2024-12-11T19:00:00Z,2024-12-12T02:00:00+07:00,2024-12-11T20:00:00Z,2024-12-12T03:00:00+07:00,445.0,13.5,20.1,17.2
2024-12-11T20:00:00Z,2024-12-12T03:00:00+07:00,2024-12-11T21:00:00Z,2024-12-12T04:00:00+07:00,385.0,13.8,13.4,17.1
2024-12-11T21:00:00Z,2024-12-12T04:00:00+07:00,2024-12-11T22:00:00Z,2024-12-12T05:00:00+07:00,412.0,14.6,13.6,17.3
2024-12-11T22:00:00Z,2024-12-12T05:00:00+07:00,2024-12-11T23:00:00Z,2024-12-12T06:00:00+07:00,421.0,14.4,17.3,17.7
