,co,pm25,no2,is_holiday,hour_sin,hour_cos,dayofweek_sin,dayofweek_cos
2024-03-28 00:00:00+07:00,4.852030263919617,3.6189933266497696,4.048300623720694,0,0.0,1.0,0.43388373911755823,-0.900968867902419
2024-03-28 01:00:00+07:00,4.812184355372417,3.481240089335692,4.084294226368599,0,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419
2024-03-28 02:00:00+07:00,4.700480365792417,3.756538102587751,4.014579593753238,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
2024-03-28 03:00:00+07:00,4.736198448394496,3.7864597824528,3.8480176754522337,0,0.7071067811865475,0.7071067811865476,0.43388373911755823,-0.900968867902419
2024-03-28 04:00:00+07:00,5.332718793265369,3.751854253275325,3.747148362237912,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
2024-03-28 05:00:00+07:00,5.575949103146316,3.673765816303888,3.858622228701031,0,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419
2024-03-28 06:00:00+07:00,5.932245187448011,3.6635616461296463,3.9945242269398897,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
2024-03-28 07:00:00+07:00,6.159095388491933,3.8732821771117156,3.8607297110405954,0,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419
2024-03-28 08:00:00+07:00,6.376726947898627,3.910021002757473,4.036008985209137,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419
2024-03-28 09:00:00+07:00,6.0473721790462776,3.681351187693145,4.070734696582967,0,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419
2024-03-28 10:00:00+07:00,6.35088571671474,3.481240089335692,4.377014092850337,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419
2024-03-28 11:00:00+07:00,6.363028103540465,3.4011973816621555,4.492001487882454,0,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419
2024-03-28 12:00:00+07:00,6.513230110912307,3.594568774642695,4.436751534363128,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419
2024-03-28 13:00:00+07:00,6.7580945044277305,3.9721769282478934,4.411585436915426,0,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419
2024-03-28 14:00:00+07:00,6.661854740545311,4.001863709427935,4.242764567340374,0,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419
2024-03-28 15:00:00+07:00,6.818924065275521,4.005513348515485,4.360547602996757,0,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419
